Word 1	Word 2	Count	perMillion
completed	a 	3139	14.576375085841
care	for 	3138	14.571731449305
junction	of 	3138	14.571731449305
onset	of 	3137	14.567087812769
Guide	to 	3136	14.562444176233
artists	such 	3135	14.557800539697
becomes	the 	3135	14.557800539697
cast	in 	3134	14.553156903162
implies	that 	3134	14.553156903162
increased	by 	3134	14.553156903162
mode	of 	3134	14.553156903162
Progressive	Conservative 	3134	14.553156903162
staff	and 	3134	14.553156903162
After	some 	3133	14.548513266626
western	part 	3132	14.543869630090
She	later 	3131	14.539225993554
late	as 	3130	14.534582357018
occurred	on 	3130	14.534582357018
Navy	and 	3129	14.529938720483
children	were 	3128	14.525295083947
connected	by 	3128	14.525295083947
Mexico	and 	3128	14.525295083947
nuclear	power 	3128	14.525295083947
defend	the 	3127	14.520651447411
match	the 	3127	14.520651447411
costs	of 	3126	14.516007810875
goals	and 	3126	14.516007810875
keeping	the 	3126	14.516007810875
declared	a 	3123	14.502076901268
subdivided	into 	3123	14.502076901268
ready	for 	3120	14.488145991661
songs	were 	3120	14.488145991661
Free	State 	3117	14.474215082053
decrease	in 	3116	14.469571445517
limits	of 	3116	14.469571445517
plants	and 	3116	14.469571445517
recently	been 	3116	14.469571445517
creates	a 	3114	14.460284172446
pressure	on 	3114	14.460284172446
Arts	in 	3112	14.450996899374
centered	on 	3112	14.450996899374
character	is 	3111	14.446353262838
outcome	of 	3111	14.446353262838
appointment	of 	3110	14.441709626303
contain	a 	3110	14.441709626303
surrounding	area 	3110	14.441709626303
five	days 	3109	14.437065989767
American	football 	3108	14.432422353231
companies	in 	3107	14.427778716695
Paris	in 	3106	14.423135080160
mean	that 	3105	14.418491443624
riding	of 	3104	14.413847807088
country	of 	3103	14.409204170552
enrolled	in 	3103	14.409204170552
open	source 	3102	14.404560534016
coast	and 	3101	14.399916897481
star	of 	3098	14.385985987873
points	out 	3097	14.381342351337
asserted	that 	3096	14.376698714802
generally	considered 	3096	14.376698714802
relied	on 	3096	14.376698714802
Scotland	and 	3096	14.376698714802
widely	known 	3096	14.376698714802
you	know 	3096	14.376698714802
Solar	System 	3095	14.372055078266
case	was 	3094	14.367411441730
Revolution	of 	3094	14.367411441730
sent	by 	3094	14.367411441730
large	scale 	3093	14.362767805194
secondary	education 	3093	14.362767805194
security	and 	3092	14.358124168659
tied	to 	3092	14.358124168659
still	the 	3091	14.353480532123
turned	down 	3091	14.353480532123
contributing	to 	3090	14.348836895587
medical	school 	3090	14.348836895587
Regiment	of 	3090	14.348836895587
cars	were 	3088	14.339549622515
led	him 	3088	14.339549622515
These	included 	3088	14.339549622515
woman	to 	3088	14.339549622515
especially	for 	3087	14.334905985980
increases	the 	3087	14.334905985980
voted	for 	3085	14.325618712908
ending	the 	3084	14.320975076372
others	have 	3084	14.320975076372
involves	the 	3082	14.311687803301
facility	in 	3078	14.293113257157
Santa	Cruz 	3077	14.288469620622
songs	of 	3077	14.288469620622
contained	a 	3076	14.283825984086
history	in 	3076	14.283825984086
believing	that 	3075	14.279182347550
project	to 	3075	14.279182347550
boundary	of 	3074	14.274538711014
resemblance	to 	3074	14.274538711014
close	friend 	3072	14.265251437943
making	them 	3072	14.265251437943
me	to 	3072	14.265251437943
open	the 	3072	14.265251437943
portrayed	as 	3071	14.260607801407
families	of 	3069	14.251320528335
leaves	the 	3069	14.251320528335
word	of 	3069	14.251320528335
party	leader 	3067	14.242033255264
we	will 	3067	14.242033255264
elected	president 	3066	14.237389618728
Hotel	in 	3066	14.237389618728
sites	in 	3066	14.237389618728
planning	to 	3065	14.232745982192
spent	a 	3065	14.232745982192
stretch	of 	3065	14.232745982192
weeks	after 	3065	14.232745982192
grounds	that 	3064	14.228102345656
situation	in 	3064	14.228102345656
artists	and 	3063	14.223458709121
middle	class 	3063	14.223458709121
live	album 	3061	14.214171436049
level	and 	3059	14.204884162977
benefits	of 	3058	14.200240526442
purposes	of 	3057	14.195596889906
points	to 	3055	14.186309616834
Space	Station 	3054	14.181665980299
vulnerable	to 	3054	14.181665980299
model	was 	3053	14.177022343763
troops	were 	3053	14.177022343763
sung	by 	3052	14.172378707227
marking	the 	3051	14.167735070691
bus	service 	3050	14.163091434155
ships	and 	3050	14.163091434155
make	an 	3049	14.158447797620
metal	band 	3046	14.144516888012
experienced	a 	3045	14.139873251476
moved	the 	3045	14.139873251476
operation	in 	3045	14.139873251476
times	as 	3045	14.139873251476
deaths	of 	3044	14.135229614941
sold	over 	3044	14.135229614941
awareness	of 	3043	14.130585978405
Bosnia	and 	3042	14.125942341869
Fire	Department 	3042	14.125942341869
Dean	of 	3041	14.121298705333
number	is 	3041	14.121298705333
aircraft	to 	3040	14.116655068797
de	Janeiro 	3040	14.116655068797
Bridge	and 	3039	14.112011432262
contract	to 	3039	14.112011432262
houses	and 	3039	14.112011432262
Conference	of 	3038	14.107367795726
refuses	to 	3037	14.102724159190
political	science 	3036	14.098080522654
arriving	in 	3035	14.093436886119
earned	him 	3035	14.093436886119
East	India 	3035	14.093436886119
onto	a 	3035	14.093436886119
Other	notable 	3035	14.093436886119
let	the 	3034	14.088793249583
Bay	Area 	3033	14.084149613047
Persian	Gulf 	3033	14.084149613047
free	trade 	3032	14.079505976511
relatively	small 	3029	14.065575066904
rule	in 	3029	14.065575066904
theories	of 	3027	14.056287793832
fraction	of 	3025	14.047000520761
nine	years 	3022	14.033069611153
symptoms	of 	3022	14.033069611153
spoken	by 	3021	14.028425974618
depicted	as 	3020	14.023782338082
families	and 	3020	14.023782338082
help	to 	3020	14.023782338082
separate	from 	3019	14.019138701546
major	cities 	3017	14.009851428474
title	track 	3017	14.009851428474
withdrew	from 	3017	14.009851428474
works	are 	3017	14.009851428474
Association	for 	3016	14.005207791939
Among	these 	3013	13.991276882331
parents	were 	3011	13.981989609260
extend	the 	3010	13.977345972724
perceived	as 	3010	13.977345972724
systems	in 	3009	13.972702336188
trade	in 	3009	13.972702336188
alleged	that 	3006	13.958771426581
approval	of 	3006	13.958771426581
troops	and 	3006	13.958771426581
display	at 	3005	13.954127790045
English	as 	3003	13.944840516973
Lake	and 	3003	13.944840516973
member	states 	3003	13.944840516973
book	in 	3002	13.940196880438
competition	in 	3002	13.940196880438
required	by 	3002	13.940196880438
Social	Democratic 	3002	13.940196880438
changed	from 	3001	13.935553243902
fight	against 	3001	13.935553243902
Star	Wars 	3001	13.935553243902
users	to 	3000	13.930909607366
commanded	the 	2999	13.926265970830
path	of 	2999	13.926265970830
promotion	to 	2999	13.926265970830
secondary	schools 	2999	13.926265970830
address	the 	2998	13.921622334294
comparison	to 	2996	13.912335061223
mountains	and 	2996	13.912335061223
standards	of 	2996	13.912335061223
products	and 	2995	13.907691424687
something	of 	2994	13.903047788151
rear	of 	2993	13.898404151615
standard	for 	2993	13.898404151615
car	and 	2992	13.893760515080
characters	and 	2992	13.893760515080
ground	and 	2992	13.893760515080
religion	and 	2992	13.893760515080
responsibility	of 	2990	13.884473242008
believe	in 	2989	13.879829605472
houses	of 	2987	13.870542332401
locations	in 	2986	13.865898695865
obtained	from 	2986	13.865898695865
human	beings 	2985	13.861255059329
women	were 	2985	13.861255059329
character	and 	2984	13.856611422793
spread	to 	2984	13.856611422793
Stanley	Cup 	2984	13.856611422793
flights	to 	2982	13.847324149722
graduated	in 	2982	13.847324149722
shared	the 	2982	13.847324149722
whom	were 	2982	13.847324149722
backed	by 	2981	13.842680513186
broke	the 	2981	13.842680513186
emigrated	to 	2981	13.842680513186
plans	were 	2981	13.842680513186
views	on 	2978	13.828749603579
maximum	of 	2977	13.824105967043
start	to 	2977	13.824105967043
library	and 	2976	13.819462330507
single	from 	2976	13.819462330507
book	on 	2974	13.810175057435
under	which 	2974	13.810175057435
did	so 	2973	13.805531420900
lines	in 	2972	13.800887784364
useful	for 	2971	13.796244147828
engine	and 	2970	13.791600511292
programming	language 	2970	13.791600511292
giving	a 	2969	13.786956874757
membership	in 	2969	13.786956874757
promised	to 	2969	13.786956874757
grew	to 	2967	13.777669601685
Japan	in 	2966	13.773025965149
raise	the 	2965	13.768382328613
song	for 	2965	13.768382328613
Awards	in 	2964	13.763738692078
change	to 	2964	13.763738692078
Art	Gallery 	2961	13.749807782470
brought	about 	2961	13.749807782470
preserved	in 	2961	13.749807782470
preserve	the 	2959	13.740520509399
Airport	and 	2958	13.735876872863
create	an 	2958	13.735876872863
executive	producer 	2958	13.735876872863
miles	from 	2956	13.726589599791
adopted	in 	2955	13.721945963255
aircraft	was 	2955	13.721945963255
native	of 	2955	13.721945963255
membership	of 	2954	13.717302326720
replaced	in 	2954	13.717302326720
contain	the 	2953	13.712658690184
Friends	of 	2951	13.703371417112
taking	over 	2950	13.698727780577
writing	the 	2950	13.698727780577
specifically	for 	2949	13.694084144041
strength	and 	2949	13.694084144041
acceptance	of 	2947	13.684796870969
earned	the 	2946	13.680153234433
know	that 	2945	13.675509597898
Paris	and 	2945	13.675509597898
links	to 	2944	13.670865961362
maintenance	of 	2943	13.666222324826
songs	for 	2943	13.666222324826
hit	a 	2942	13.661578688290
nd	century 	2941	13.656935051754
potential	for 	2941	13.656935051754
condition	that 	2938	13.643004142147
cycle	of 	2938	13.643004142147
quantity	of 	2937	13.638360505611
studio	in 	2937	13.638360505611
help	from 	2936	13.633716869075
probability	of 	2935	13.629073232540
central	government 	2934	13.624429596004
demolished	in 	2933	13.619785959468
having	an 	2933	13.619785959468
hosts	the 	2933	13.619785959468
maintains	a 	2933	13.619785959468
Black	Sea 	2932	13.615142322932
descriptions	of 	2932	13.615142322932
granted	a 	2932	13.615142322932
Our	Lady 	2931	13.610498686397
cast	of 	2930	13.605855049861
influenced	the 	2930	13.605855049861
responded	by 	2929	13.601211413325
treatment	for 	2929	13.601211413325
moment	of 	2927	13.591924140253
letters	to 	2926	13.587280503718
capacity	to 	2925	13.582636867182
When	this 	2925	13.582636867182
goods	and 	2924	13.577993230646
institution	of 	2924	13.577993230646
establishing	a 	2923	13.573349594110
serve	in 	2923	13.573349594110
player	and 	2922	13.568705957574
information	is 	2921	13.564062321039
whilst	the 	2921	13.564062321039
closest	to 	2920	13.559418684503
writings	of 	2920	13.559418684503
quickly	became 	2919	13.554775047967
Historic	District 	2918	13.550131411431
look	like 	2918	13.550131411431
prepared	for 	2918	13.550131411431
styles	of 	2917	13.545487774895
philosophy	and 	2916	13.540844138360
Winter	Olympics 	2915	13.536200501824
arms	and 	2913	13.526913228752
least	the 	2913	13.526913228752
Queen	Victoria 	2912	13.522269592217
century	in 	2910	13.512982319145
however	it 	2910	13.512982319145
indicating	that 	2910	13.512982319145
invented	by 	2910	13.512982319145
May	and 	2908	13.503695046073
version	is 	2908	13.503695046073
friends	with 	2906	13.494407773002
appealed	to 	2905	13.489764136466
conversion	of 	2904	13.485120499930
funds	for 	2904	13.485120499930
write	the 	2903	13.480476863394
connecting	the 	2902	13.475833226859
parody	of 	2900	13.466545953787
store	in 	2899	13.461902317251
deployed	to 	2898	13.457258680716
Secretary	to 	2898	13.457258680716
target	of 	2898	13.457258680716
actor	and 	2897	13.452615044180
performance	was 	2897	13.452615044180
tale	of 	2897	13.452615044180
activities	in 	2896	13.447971407644
swimming	pool 	2896	13.447971407644
Greek	and 	2895	13.443327771108
six	of 	2895	13.443327771108
success	with 	2893	13.434040498037
assumed	to 	2892	13.429396861501
market	and 	2891	13.424753224965
taught	at 	2891	13.424753224965
together	and 	2891	13.424753224965
carried	the 	2890	13.420109588429
radio	show 	2890	13.420109588429
newly	created 	2888	13.410822315358
inside	a 	2887	13.406178678822
length	and 	2887	13.406178678822
reluctant	to 	2887	13.406178678822
distinguished	from 	2886	13.401535042286
any	given 	2885	13.396891405750
machine	guns 	2885	13.396891405750
mission	of 	2885	13.396891405750
television	station 	2885	13.396891405750
accounts	for 	2884	13.392247769214
registered	as 	2884	13.392247769214
containing	a 	2883	13.387604132679
coincided	with 	2882	13.382960496143
plan	of 	2881	13.378316859607
acquired	a 	2880	13.373673223071
complete	with 	2880	13.373673223071
policy	and 	2879	13.369029586536
secure	the 	2879	13.369029586536
study	the 	2878	13.364385950000
third	place 	2877	13.359742313464
figures	of 	2876	13.355098676928
pay	the 	2876	13.355098676928
Albums	Chart 	2874	13.345811403857
Army	Air 	2873	13.341167767321
obtain	a 	2872	13.336524130785
ties	with 	2872	13.336524130785
administration	and 	2871	13.331880494249
castle	was 	2871	13.331880494249
done	to 	2871	13.331880494249
graduating	from 	2871	13.331880494249
midst	of 	2871	13.331880494249
example	in 	2870	13.327236857713
founded	a 	2869	13.322593221178
lead	in 	2869	13.322593221178
ranges	from 	2869	13.322593221178
any	one 	2867	13.313305948106
passed	a 	2867	13.313305948106
across	a 	2866	13.308662311570
connections	to 	2866	13.308662311570
Notre	Dame 	2866	13.308662311570
appeared	at 	2864	13.299375038499
interact	with 	2864	13.299375038499
recordings	of 	2864	13.299375038499
commemorate	the 	2863	13.294731401963
leading	up 	2863	13.294731401963
Academy	Awards 	2862	13.290087765427
establishing	the 	2862	13.290087765427
originally	the 	2862	13.290087765427
economy	and 	2860	13.280800492356
receiving	a 	2860	13.280800492356
shows	in 	2860	13.280800492356
bachelor's	degree 	2859	13.276156855820
free	and 	2859	13.276156855820
manufacture	of 	2859	13.276156855820
see	a 	2859	13.276156855820
again	on 	2858	13.271513219284
analogous	to 	2857	13.266869582748
performance	and 	2857	13.266869582748
river	was 	2856	13.262225946212
Star	Game 	2856	13.262225946212
occurs	when 	2855	13.257582309677
continued	the 	2854	13.252938673141
eligible	for 	2853	13.248295036605
material	for 	2853	13.248295036605
problem	is 	2853	13.248295036605
exists	in 	2852	13.243651400069
need	of 	2852	13.243651400069
expedition	to 	2851	13.239007763533
five	times 	2851	13.239007763533
reverted	to 	2851	13.239007763533
mental	health 	2847	13.220433217390
homage	to 	2846	13.215789580855
units	in 	2845	13.211145944319
worth	of 	2845	13.211145944319
appearances	on 	2843	13.201858671247
East	Asia 	2843	13.201858671247
Academy	of 	2842	13.197215034711
knowledge	and 	2842	13.197215034711
sufficient	to 	2842	13.197215034711
characters	are 	2840	13.187927761640
churches	in 	2840	13.187927761640
example	the 	2840	13.187927761640
road	was 	2840	13.187927761640
spring	and 	2840	13.187927761640
won	an 	2840	13.187927761640
Independent	School 	2839	13.183284125104
rich	in 	2839	13.183284125104
indicate	the 	2838	13.178640488568
aided	by 	2837	13.173996852032
reduces	the 	2837	13.173996852032
awards	and 	2836	13.169353215497
Opera	House 	2835	13.164709578961
returned	in 	2835	13.164709578961
angle	of 	2833	13.155422305889
major	role 	2833	13.155422305889
actually	a 	2829	13.136847759746
circle	of 	2829	13.136847759746
supports	the 	2829	13.136847759746
Parliament	and 	2828	13.132204123210
young	men 	2828	13.132204123210
factory	in 	2827	13.127560486675
visited	by 	2826	13.122916850139
decade	of 	2824	13.113629577067
helping	to 	2824	13.113629577067
Old	Town 	2824	13.113629577067
departure	of 	2823	13.108985940531
presided	over 	2823	13.108985940531
Long	Beach 	2822	13.104342303996
Wales	and 	2822	13.104342303996
candidate	in 	2821	13.099698667460
originally	intended 	2821	13.099698667460
press	conference 	2821	13.099698667460
reviews	from 	2821	13.099698667460
ring	of 	2821	13.099698667460
trees	and 	2821	13.099698667460
journey	to 	2820	13.095055030924
escape	from 	2819	13.090411394388
eastern	and 	2817	13.081124121317
motion	of 	2817	13.081124121317
poet	and 	2817	13.081124121317
too	late 	2817	13.081124121317
Red	Cross 	2816	13.076480484781
respect	for 	2816	13.076480484781
attempt	at 	2815	13.071836848245
installation	of 	2815	13.071836848245
independence	in 	2814	13.067193211709
method	for 	2813	13.062549575173
divided	by 	2812	13.057905938638
market	for 	2812	13.057905938638
Game	Boy 	2811	13.053262302102
author	and 	2810	13.048618665566
field	is 	2809	13.043975029030
man	to 	2809	13.043975029030
culminating	in 	2808	13.039331392495
familiar	with 	2808	13.039331392495
stage	in 	2807	13.034687755959
these	events 	2806	13.030044119423
books	in 	2805	13.025400482887
win	in 	2805	13.025400482887
founder	and 	2804	13.020756846351
stands	for 	2804	13.020756846351
Central	America 	2802	13.011469573280
critical	acclaim 	2802	13.011469573280
delivery	of 	2802	13.011469573280
events	that 	2801	13.006825936744
month	later 	2801	13.006825936744
religious	and 	2801	13.006825936744
social	sciences 	2801	13.006825936744
patron	of 	2800	13.002182300208
network	in 	2799	12.997538663672
bounded	by 	2798	12.992895027137
claims	of 	2797	12.988251390601
Like	all 	2797	12.988251390601
punk	rock 	2797	12.988251390601
record	and 	2797	12.988251390601
effect	is 	2796	12.983607754065
order	and 	2796	12.983607754065
Some	scholars 	2796	12.983607754065
best	in 	2795	12.978964117529
waters	of 	2795	12.978964117529
explains	that 	2794	12.974320480993
international	law 	2793	12.969676844458
refusal	to 	2793	12.969676844458
rights	in 	2791	12.960389571386
autumn	of 	2790	12.955745934850
convinced	that 	2790	12.955745934850
planned	for 	2790	12.955745934850
charges	of 	2789	12.951102298315
tour	with 	2789	12.951102298315
friendship	with 	2787	12.941815025243
output	of 	2786	12.937171388707
They	then 	2786	12.937171388707
thirty	years 	2786	12.937171388707
assist	in 	2785	12.932527752171
range	in 	2785	12.932527752171
link	to 	2784	12.927884115636
attracted	to 	2783	12.923240479100
bridge	in 	2783	12.923240479100
agree	to 	2782	12.918596842564
assistant	to 	2782	12.918596842564
Brigadier	General 	2782	12.918596842564
live	at 	2781	12.913953206028
activity	of 	2780	12.909309569492
Division	I 	2780	12.909309569492
space	is 	2780	12.909309569492
diameter	of 	2779	12.904665932957
exactly	the 	2779	12.904665932957
flight	of 	2779	12.904665932957
flows	through 	2779	12.904665932957
police	force 	2778	12.900022296421
anyone	who 	2777	12.895378659885
moved	on 	2776	12.890735023349
north	end 	2776	12.890735023349
Russian	Empire 	2776	12.890735023349
useful	in 	2776	12.890735023349
will	take 	2775	12.886091386814
hard	rock 	2774	12.881447750278
homes	and 	2773	12.876804113742
tributary	of 	2772	12.872160477206
comic	strip 	2770	12.862873204135
Poland	and 	2770	12.862873204135
preceded	by 	2770	12.862873204135
mountains	of 	2769	12.858229567599
operated	in 	2768	12.853585931063
death	penalty 	2767	12.848942294527
death	was 	2767	12.848942294527
Public	Works 	2767	12.848942294527
woman	in 	2767	12.848942294527
project	in 	2766	12.844298657991
sequel	to 	2766	12.844298657991
common	with 	2765	12.839655021456
creator	of 	2764	12.835011384920
income	for 	2764	12.835011384920
planning	and 	2763	12.830367748384
police	officer 	2763	12.830367748384
books	on 	2761	12.821080475312
Brown	and 	2761	12.821080475312
raised	to 	2761	12.821080475312
scored	his 	2761	12.821080475312
starting	from 	2761	12.821080475312
Air	Forces 	2760	12.816436838777
aired	in 	2760	12.816436838777
Music	Awards 	2760	12.816436838777
Peerage	of 	2760	12.816436838777
unless	the 	2760	12.816436838777
degrees	in 	2759	12.811793202241
joins	the 	2759	12.811793202241
showed	a 	2758	12.807149565705
cars	and 	2757	12.802505929169
these	areas 	2757	12.802505929169
almost	a 	2756	12.797862292634
convention	in 	2755	12.793218656098
Revolution	in 	2755	12.793218656098
culminated	in 	2754	12.788575019562
sound	and 	2754	12.788575019562
frequently	used 	2753	12.783931383026
completed	his 	2752	12.779287746490
perform	the 	2752	12.779287746490
traditions	of 	2752	12.779287746490
visitors	to 	2752	12.779287746490
you	will 	2751	12.774644109955
idea	was 	2750	12.770000473419
registered	voters 	2750	12.770000473419
concert	in 	2748	12.760713200347
Privy	Council 	2748	12.760713200347
whether	they 	2748	12.760713200347
damaged	by 	2746	12.751425927276
father	in 	2745	12.746782290740
Infantry	Regiment 	2744	12.742138654204
fall	in 	2743	12.737495017668
meets	the 	2743	12.737495017668
originated	from 	2743	12.737495017668
range	and 	2743	12.737495017668
hours	and 	2742	12.732851381132
services	for 	2741	12.728207744597
base	and 	2740	12.723564108061
areas	are 	2738	12.714276834989
complex	and 	2738	12.714276834989
American	Revolution 	2737	12.709633198454
Ronald	Reagan 	2736	12.704989561918
Year	Award 	2736	12.704989561918
consumption	of 	2735	12.700345925382
rating	of 	2735	12.700345925382
significance	of 	2735	12.700345925382
traded	to 	2735	12.700345925382
yet	been 	2735	12.700345925382
July	and 	2734	12.695702288846
succession	of 	2732	12.686415015775
Council	is 	2731	12.681771379239
directors	of 	2730	12.677127742703
Pope	John 	2730	12.677127742703
results	from 	2730	12.677127742703
carried	by 	2728	12.667840469631
peaking	at 	2728	12.667840469631
word	is 	2728	12.667840469631
weapons	and 	2727	12.663196833096
main	campus 	2726	12.658553196560
areas	where 	2725	12.653909560024
Jewish	community 	2725	12.653909560024
showed	the 	2725	12.653909560024
usually	in 	2725	12.653909560024
Best	Actress 	2724	12.649265923488
talk	show 	2723	12.644622286953
cross	country 	2722	12.639978650417
residence	of 	2722	12.639978650417
think	that 	2722	12.639978650417
spent	his 	2721	12.635335013881
television	stations 	2721	12.635335013881
Cup	and 	2719	12.626047740809
enjoyed	a 	2719	12.626047740809
operations	of 	2719	12.626047740809
either	by 	2717	12.616760467738
illustrated	by 	2717	12.616760467738
resides	in 	2717	12.616760467738
room	and 	2717	12.616760467738
Committee	for 	2716	12.612116831202
assistance	of 	2715	12.607473194666
Justice	and 	2715	12.607473194666
margin	of 	2715	12.607473194666
restore	the 	2715	12.607473194666
defeating	the 	2714	12.602829558130
admitted	that 	2713	12.598185921595
Lieutenant	Colonel 	2713	12.598185921595
Another	example 	2712	12.593542285059
investigation	of 	2711	12.588898648523
border	between 	2709	12.579611375451
commanding	officer 	2709	12.579611375451
dated	to 	2709	12.579611375451
today	is 	2709	12.579611375451
within	its 	2709	12.579611375451
One	example 	2708	12.574967738916
originally	called 	2708	12.574967738916
summer	months 	2708	12.574967738916
signing	of 	2706	12.565680465844
trade	with 	2705	12.561036829308
ensure	the 	2704	12.556393192773
companies	and 	2703	12.551749556237
currently	in 	2703	12.551749556237
developing	a 	2703	12.551749556237
hope	of 	2703	12.551749556237
student	body 	2703	12.551749556237
traces	of 	2703	12.551749556237
web	site 	2703	12.551749556237
listen	to 	2702	12.547105919701
pressure	of 	2702	12.547105919701
River	at 	2702	12.547105919701
stationed	in 	2702	12.547105919701
examination	of 	2700	12.537818646629
numbers	are 	2700	12.537818646629
quality	and 	2700	12.537818646629
remained	on 	2699	12.533175010094
require	the 	2699	12.533175010094
continue	the 	2698	12.528531373558
end	up 	2698	12.528531373558
John	and 	2698	12.528531373558
attack	by 	2697	12.523887737022
new	town 	2697	12.523887737022
college	football 	2696	12.519244100486
hired	by 	2696	12.519244100486
Social	Security 	2696	12.519244100486
speculated	that 	2696	12.519244100486
popular	culture 	2695	12.514600463950
come	into 	2693	12.505313190879
debuted	in 	2693	12.505313190879
India	Company 	2693	12.505313190879
Rotten	Tomatoes 	2693	12.505313190879
Heritage	Site 	2692	12.500669554343
jurisdiction	of 	2692	12.500669554343
operations	and 	2692	12.500669554343
assassination	of 	2691	12.496025917807
Emperor	of 	2691	12.496025917807
representatives	from 	2691	12.496025917807
organized	in 	2690	12.491382281271
ships	of 	2690	12.491382281271
itself	to 	2689	12.486738644736
identify	the 	2688	12.482095008200
integrated	into 	2688	12.482095008200
manner	of 	2688	12.482095008200
sell	the 	2688	12.482095008200
Kingdom	in 	2686	12.472807735128
structure	is 	2685	12.468164098593
missed	the 	2683	12.458876825521
populations	of 	2682	12.454233188985
ranged	from 	2682	12.454233188985
stadium	was 	2682	12.454233188985
behavior	of 	2681	12.449589552449
color	of 	2681	12.449589552449
open	in 	2681	12.449589552449
negotiations	with 	2677	12.431015006306
plays	in 	2677	12.431015006306
dropped	out 	2676	12.426371369770
supervision	of 	2676	12.426371369770
towards	a 	2675	12.421727733235
Borough	Council 	2674	12.417084096699
central	to 	2674	12.417084096699
source	code 	2674	12.417084096699
itself	in 	2673	12.412440460163
know	what 	2673	12.412440460163
producer	and 	2673	12.412440460163
quoted	as 	2673	12.412440460163
here	in 	2672	12.407796823627
St.	John 	2672	12.407796823627
begun	in 	2671	12.403153187091
mayor	and 	2671	12.403153187091
retirement	from 	2670	12.398509550556
income	of 	2669	12.393865914020
People's	Party 	2669	12.393865914020
advanced	to 	2668	12.389222277484
Bank	and 	2668	12.389222277484
sons	and 	2668	12.389222277484
go	back 	2667	12.384578640948
remembered	for 	2667	12.384578640948
underwent	a 	2667	12.384578640948
players	and 	2665	12.375291367877
scored	the 	2665	12.375291367877
primary	and 	2664	12.370647731341
stage	and 	2664	12.370647731341
placed	the 	2662	12.361360458269
returned	from 	2662	12.361360458269
share	a 	2662	12.361360458269
despite	their 	2661	12.356716821734
interests	in 	2661	12.356716821734
tells	him 	2661	12.356716821734
calling	it 	2660	12.352073185198
Commissioner	of 	2660	12.352073185198
dropped	from 	2659	12.347429548662
ending	in 	2659	12.347429548662
environment	and 	2659	12.347429548662
International	Film 	2659	12.347429548662
fate	of 	2658	12.342785912126
General	Motors 	2658	12.342785912126
popularity	in 	2658	12.342785912126
wanting	to 	2658	12.342785912126
fall	into 	2657	12.338142275590
abandoned	the 	2656	12.333498639055
individuals	who 	2656	12.333498639055
married	his 	2656	12.333498639055
title	is 	2656	12.333498639055
generations	of 	2655	12.328855002519
six	weeks 	2655	12.328855002519
away	to 	2654	12.324211365983
England	to 	2654	12.324211365983
little	to 	2654	12.324211365983
retirement	in 	2654	12.324211365983
York	Times 	2654	12.324211365983
Castle	in 	2653	12.319567729447
concentrated	on 	2653	12.319567729447
research	has 	2652	12.314924092912
roads	and 	2652	12.314924092912
crowd	of 	2651	12.310280456376
Navy	Yard 	2651	12.310280456376
operates	a 	2651	12.310280456376
parties	in 	2651	12.310280456376
relationships	with 	2651	12.310280456376
St.	Petersburg 	2651	12.310280456376
Airbus	A 	2650	12.305636819840
except	that 	2650	12.305636819840
facilities	in 	2650	12.305636819840
names	are 	2650	12.305636819840
race	of 	2650	12.305636819840
third	album 	2649	12.300993183304
whether	a 	2649	12.300993183304
represent	a 	2648	12.296349546768
Sometimes	the 	2648	12.296349546768
Army	during 	2647	12.291705910233
ban	on 	2646	12.287062273697
concentrated	in 	2646	12.287062273697
constructed	by 	2646	12.287062273697
always	be 	2644	12.277775000625
groups	are 	2644	12.277775000625
laws	and 	2642	12.268487727554
using	his 	2642	12.268487727554
appear	as 	2641	12.263844091018
arranged	for 	2641	12.263844091018
facilities	and 	2641	12.263844091018
Grand	Slam 	2641	12.263844091018
India	in 	2641	12.263844091018
languages	and 	2641	12.263844091018
studies	and 	2641	12.263844091018
UK	Singles 	2639	12.254556817946
cooperation	with 	2636	12.240625908339
houses	in 	2636	12.240625908339
offices	of 	2636	12.240625908339
St.	John's 	2636	12.240625908339
old	man 	2635	12.235982271803
requirements	for 	2635	12.235982271803
Actor	in 	2634	12.231338635267
hand	and 	2633	12.226694998732
women	to 	2632	12.222051362196
Commission	of 	2631	12.217407725660
Duchess	of 	2631	12.217407725660
lake	in 	2631	12.217407725660
minimum	of 	2631	12.217407725660
artist	and 	2630	12.212764089124
player	who 	2630	12.212764089124
well	into 	2630	12.212764089124
consequences	of 	2629	12.208120452588
Grammy	Awards 	2629	12.208120452588
person	in 	2629	12.208120452588
shores	of 	2629	12.208120452588
confluence	of 	2628	12.203476816053
provide	an 	2627	12.198833179517
Bill	Clinton 	2625	12.189545906445
distance	between 	2625	12.189545906445
safety	and 	2625	12.189545906445
heavily	on 	2624	12.184902269909
problems	and 	2624	12.184902269909
single	in 	2624	12.184902269909
township	in 	2624	12.184902269909
During	these 	2623	12.180258633374
election	and 	2623	12.180258633374
models	were 	2623	12.180258633374
suited	to 	2621	12.170971360302
report	of 	2620	12.166327723766
elements	in 	2619	12.161684087230
defeat	in 	2618	12.157040450695
Presbyterian	Church 	2618	12.157040450695
providing	the 	2618	12.157040450695
think	of 	2618	12.157040450695
divorced	in 	2617	12.152396814159
effectiveness	of 	2617	12.152396814159
leader	and 	2617	12.152396814159
relies	on 	2617	12.152396814159
